idx,is_inclusive,premise,question,label
3403,0,Either Maggie is not sassy or Gearld is not querulous. Gearld is querulous.,Gearld is querulous,1
3404,0,Either Maggie is not sassy or Gearld is not querulous. Gearld is querulous.,Gearld is not querulous,0
3405,1,Trey is soulless or Carroll is lame. Trey is soulless.,Trey is soulless,1
3406,1,Trey is soulless or Carroll is lame. Trey is soulless.,Trey is not soulless,0
3407,1,Trey is soulless or Carroll is lame. Trey is soulless.,Carroll is lame,1
3408,1,Trey is soulless or Carroll is lame. Trey is soulless.,Carroll is not lame,1
3409,0,Either Willie is not prudent or Nancie is clean. Nancie is clean.,Willie is prudent,1
3410,0,Either Willie is not prudent or Nancie is clean. Nancie is clean.,Willie is not prudent,0
3411,0,Either Willie is not prudent or Nancie is clean. Nancie is clean.,Nancie is clean,1
3412,0,Either Willie is not prudent or Nancie is clean. Nancie is clean.,Nancie is not clean,0
3413,0,Either Rusty is discerning or Sylvia is vigilant. Rusty is not discerning.,Rusty is discerning,0
3414,0,Either Rusty is discerning or Sylvia is vigilant. Rusty is not discerning.,Rusty is not discerning,1
3415,0,Either Rusty is discerning or Sylvia is vigilant. Rusty is not discerning.,Sylvia is vigilant,1
3416,0,Either Rusty is discerning or Sylvia is vigilant. Rusty is not discerning.,Sylvia is not vigilant,0
3417,1,Sammie is hesitant or Alwina is not powerful. Alwina is powerful.,Sammie is hesitant,1
3418,1,Sammie is hesitant or Alwina is not powerful. Alwina is powerful.,Sammie is not hesitant,0
3419,1,Sammie is hesitant or Alwina is not powerful. Alwina is powerful.,Alwina is powerful,1
3420,1,Sammie is hesitant or Alwina is not powerful. Alwina is powerful.,Alwina is not powerful,0
3421,0,Either Joel is testy or Leslie is plain. Leslie is not plain.,Joel is testy,1
3422,0,Either Joel is testy or Leslie is plain. Leslie is not plain.,Joel is not testy,0
3423,0,Either Joel is testy or Leslie is plain. Leslie is not plain.,Leslie is plain,0
3424,0,Either Joel is testy or Leslie is plain. Leslie is not plain.,Leslie is not plain,1
3425,1,Bertha is dramatic or Stuart is not unbalanced. Stuart is not unbalanced.,Bertha is dramatic,1
3426,1,Bertha is dramatic or Stuart is not unbalanced. Stuart is not unbalanced.,Bertha is not dramatic,1
3427,1,Bertha is dramatic or Stuart is not unbalanced. Stuart is not unbalanced.,Stuart is unbalanced,0
3428,1,Bertha is dramatic or Stuart is not unbalanced. Stuart is not unbalanced.,Stuart is not unbalanced,1
3429,0,Either Rena is delicate or Molly is sullen. Rena is not delicate.,Rena is delicate,0
3430,0,Either Rena is delicate or Molly is sullen. Rena is not delicate.,Rena is not delicate,1
3431,0,Either Rena is delicate or Molly is sullen. Rena is not delicate.,Molly is sullen,1
3432,0,Either Rena is delicate or Molly is sullen. Rena is not delicate.,Molly is not sullen,0
3433,0,Either Damion is funny or Esther is not wonderful. Damion is not funny.,Damion is funny,0
3434,0,Either Damion is funny or Esther is not wonderful. Damion is not funny.,Damion is not funny,1
3435,0,Either Damion is funny or Esther is not wonderful. Damion is not funny.,Esther is wonderful,0
3436,0,Either Damion is funny or Esther is not wonderful. Damion is not funny.,Esther is not wonderful,1
3437,1,Ab is bright or Valerie is drunk. Valerie is not drunk.,Ab is bright,1
3438,1,Ab is bright or Valerie is drunk. Valerie is not drunk.,Ab is not bright,0
3439,1,Ab is bright or Valerie is drunk. Valerie is not drunk.,Valerie is drunk,0
3440,1,Ab is bright or Valerie is drunk. Valerie is not drunk.,Valerie is not drunk,1
3441,1,Lela is not quick or Malvin is gloomy. Malvin is gloomy.,Lela is quick,1
3442,1,Lela is not quick or Malvin is gloomy. Malvin is gloomy.,Lela is not quick,1
3443,1,Lela is not quick or Malvin is gloomy. Malvin is gloomy.,Malvin is gloomy,1
3444,1,Lela is not quick or Malvin is gloomy. Malvin is gloomy.,Malvin is not gloomy,0
3445,1,Pearl is not fastidious or Dee is grave. Pearl is fastidious.,Pearl is fastidious,1
3446,1,Pearl is not fastidious or Dee is grave. Pearl is fastidious.,Pearl is not fastidious,0
3447,1,Pearl is not fastidious or Dee is grave. Pearl is fastidious.,Dee is grave,1
3448,1,Pearl is not fastidious or Dee is grave. Pearl is fastidious.,Dee is not grave,0
3449,1,Izetta is incisive or Virgil is not ugly. Virgil is ugly.,Izetta is incisive,1
3450,1,Izetta is incisive or Virgil is not ugly. Virgil is ugly.,Izetta is not incisive,0
3451,1,Izetta is incisive or Virgil is not ugly. Virgil is ugly.,Virgil is ugly,1
3452,1,Izetta is incisive or Virgil is not ugly. Virgil is ugly.,Virgil is not ugly,0
3453,0,Either Dwain is slovenly or Barney is angelic. Barney is not angelic.,Dwain is slovenly,1
3454,0,Either Dwain is slovenly or Barney is angelic. Barney is not angelic.,Dwain is not slovenly,0
3455,0,Either Dwain is slovenly or Barney is angelic. Barney is not angelic.,Barney is angelic,0
3456,0,Either Dwain is slovenly or Barney is angelic. Barney is not angelic.,Barney is not angelic,1
3457,1,Humphrey is not emotional or Damon is ferocious. Humphrey is emotional.,Humphrey is emotional,1
3458,1,Humphrey is not emotional or Damon is ferocious. Humphrey is emotional.,Humphrey is not emotional,0
3459,1,Humphrey is not emotional or Damon is ferocious. Humphrey is emotional.,Damon is ferocious,1
3460,1,Humphrey is not emotional or Damon is ferocious. Humphrey is emotional.,Damon is not ferocious,0
3461,0,Either Zola is not stoic or Clay is soulful. Zola is stoic.,Zola is stoic,1
3462,0,Either Zola is not stoic or Clay is soulful. Zola is stoic.,Zola is not stoic,0
3463,0,Either Zola is not stoic or Clay is soulful. Zola is stoic.,Clay is soulful,1
3464,0,Either Zola is not stoic or Clay is soulful. Zola is stoic.,Clay is not soulful,0
3465,0,Either Alexander is not tolerant or Mathew is boisterous. Mathew is boisterous.,Alexander is tolerant,1
3466,0,Either Alexander is not tolerant or Mathew is boisterous. Mathew is boisterous.,Alexander is not tolerant,0
3467,0,Either Alexander is not tolerant or Mathew is boisterous. Mathew is boisterous.,Mathew is boisterous,1
3468,0,Either Alexander is not tolerant or Mathew is boisterous. Mathew is boisterous.,Mathew is not boisterous,0
3469,0,Either Lilly is artificial or Kenneth is decisive. Lilly is artificial.,Lilly is artificial,1
3470,0,Either Lilly is artificial or Kenneth is decisive. Lilly is artificial.,Lilly is not artificial,0
3471,0,Either Lilly is artificial or Kenneth is decisive. Lilly is artificial.,Kenneth is decisive,0
3472,0,Either Lilly is artificial or Kenneth is decisive. Lilly is artificial.,Kenneth is not decisive,1
3473,1,Winona is maternal or Elnora is uncertain. Elnora is not uncertain.,Winona is maternal,1
3474,1,Winona is maternal or Elnora is uncertain. Elnora is not uncertain.,Winona is not maternal,0
3475,1,Winona is maternal or Elnora is uncertain. Elnora is not uncertain.,Elnora is uncertain,0
3476,1,Winona is maternal or Elnora is uncertain. Elnora is not uncertain.,Elnora is not uncertain,1
3477,0,Either Billie is tolerant or Jerry is not picky. Jerry is picky.,Billie is tolerant,1
3478,0,Either Billie is tolerant or Jerry is not picky. Jerry is picky.,Billie is not tolerant,0
3479,0,Either Billie is tolerant or Jerry is not picky. Jerry is picky.,Jerry is picky,1
3480,0,Either Billie is tolerant or Jerry is not picky. Jerry is picky.,Jerry is not picky,0
3481,1,Gregory is revered or Maude is not slovenly. Gregory is not revered.,Gregory is revered,0
3482,1,Gregory is revered or Maude is not slovenly. Gregory is not revered.,Gregory is not revered,1
3483,1,Gregory is revered or Maude is not slovenly. Gregory is not revered.,Maude is slovenly,0
3484,1,Gregory is revered or Maude is not slovenly. Gregory is not revered.,Maude is not slovenly,1
3485,1,Pearl is not slight or Arturo is not peaceful. Pearl is slight.,Pearl is slight,1
3486,1,Pearl is not slight or Arturo is not peaceful. Pearl is slight.,Pearl is not slight,0
3487,1,Pearl is not slight or Arturo is not peaceful. Pearl is slight.,Arturo is peaceful,0
3488,1,Pearl is not slight or Arturo is not peaceful. Pearl is slight.,Arturo is not peaceful,1
3489,1,Todd is not cowardly or Nolan is not venal. Nolan is venal.,Todd is cowardly,0
3490,1,Todd is not cowardly or Nolan is not venal. Nolan is venal.,Todd is not cowardly,1
3491,1,Todd is not cowardly or Nolan is not venal. Nolan is venal.,Nolan is venal,1
3492,1,Todd is not cowardly or Nolan is not venal. Nolan is venal.,Nolan is not venal,0
3493,1,Jennifer is musical or Conrad is not volcanic. Jennifer is not musical.,Jennifer is musical,0
3494,1,Jennifer is musical or Conrad is not volcanic. Jennifer is not musical.,Jennifer is not musical,1
3495,1,Jennifer is musical or Conrad is not volcanic. Jennifer is not musical.,Conrad is volcanic,0
3496,1,Jennifer is musical or Conrad is not volcanic. Jennifer is not musical.,Conrad is not volcanic,1
3497,0,Either Chase is impulsive or Clark is not touchy. Clark is touchy.,Chase is impulsive,1
3498,0,Either Chase is impulsive or Clark is not touchy. Clark is touchy.,Chase is not impulsive,0
3499,0,Either Chase is impulsive or Clark is not touchy. Clark is touchy.,Clark is touchy,1
3500,0,Either Chase is impulsive or Clark is not touchy. Clark is touchy.,Clark is not touchy,0
3501,0,Either Duncan is not leery or Lauren is not funny. Lauren is not funny.,Duncan is leery,1
3502,0,Either Duncan is not leery or Lauren is not funny. Lauren is not funny.,Duncan is not leery,0
3503,0,Either Duncan is not leery or Lauren is not funny. Lauren is not funny.,Lauren is funny,0
3504,0,Either Duncan is not leery or Lauren is not funny. Lauren is not funny.,Lauren is not funny,1
3505,0,Either Harold is not steady or Kit is ambitious. Kit is ambitious.,Harold is steady,1
3506,0,Either Harold is not steady or Kit is ambitious. Kit is ambitious.,Harold is not steady,0
3507,0,Either Harold is not steady or Kit is ambitious. Kit is ambitious.,Kit is ambitious,1
3508,0,Either Harold is not steady or Kit is ambitious. Kit is ambitious.,Kit is not ambitious,0
3509,1,Artie is direct or Graham is not mean. Graham is mean.,Artie is direct,1
3510,1,Artie is direct or Graham is not mean. Graham is mean.,Artie is not direct,0
3511,1,Artie is direct or Graham is not mean. Graham is mean.,Graham is mean,1
3512,1,Artie is direct or Graham is not mean. Graham is mean.,Graham is not mean,0
3513,1,Todd is artificial or Kai is ridiculous. Todd is not artificial.,Todd is artificial,0
3514,1,Todd is artificial or Kai is ridiculous. Todd is not artificial.,Todd is not artificial,1
3515,1,Todd is artificial or Kai is ridiculous. Todd is not artificial.,Kai is ridiculous,1
3516,1,Todd is artificial or Kai is ridiculous. Todd is not artificial.,Kai is not ridiculous,0
3517,0,Either Glen is churlish or Jill is not cold. Jill is not cold.,Glen is churlish,0
3518,0,Either Glen is churlish or Jill is not cold. Jill is not cold.,Glen is not churlish,1
3519,0,Either Glen is churlish or Jill is not cold. Jill is not cold.,Jill is cold,0
3520,0,Either Glen is churlish or Jill is not cold. Jill is not cold.,Jill is not cold,1
3521,0,Either Esperanza is bright or Alex is modest. Esperanza is not bright.,Esperanza is bright,0
3522,0,Either Esperanza is bright or Alex is modest. Esperanza is not bright.,Esperanza is not bright,1
3523,0,Either Esperanza is bright or Alex is modest. Esperanza is not bright.,Alex is modest,1
3524,0,Either Esperanza is bright or Alex is modest. Esperanza is not bright.,Alex is not modest,0
3525,0,Either Queenie is not evasive or Michale is shrewd. Michale is not shrewd.,Queenie is evasive,0
3526,0,Either Queenie is not evasive or Michale is shrewd. Michale is not shrewd.,Queenie is not evasive,1
3527,0,Either Queenie is not evasive or Michale is shrewd. Michale is not shrewd.,Michale is shrewd,0
3528,0,Either Queenie is not evasive or Michale is shrewd. Michale is not shrewd.,Michale is not shrewd,1
3529,0,Either Jodi is strong or Nora is slow. Jodi is strong.,Jodi is strong,1
3530,0,Either Jodi is strong or Nora is slow. Jodi is strong.,Jodi is not strong,0
3531,0,Either Jodi is strong or Nora is slow. Jodi is strong.,Nora is slow,0
3532,0,Either Jodi is strong or Nora is slow. Jodi is strong.,Nora is not slow,1
3533,1,Dominik is not fervent or Laurel is not unsure. Laurel is not unsure.,Dominik is fervent,1
3534,1,Dominik is not fervent or Laurel is not unsure. Laurel is not unsure.,Dominik is not fervent,1
3535,1,Dominik is not fervent or Laurel is not unsure. Laurel is not unsure.,Laurel is unsure,0
3536,1,Dominik is not fervent or Laurel is not unsure. Laurel is not unsure.,Laurel is not unsure,1
3537,1,Elnora is not striking or Cleo is earnest. Elnora is not striking.,Elnora is striking,0
3538,1,Elnora is not striking or Cleo is earnest. Elnora is not striking.,Elnora is not striking,1
3539,1,Elnora is not striking or Cleo is earnest. Elnora is not striking.,Cleo is earnest,1
3540,1,Elnora is not striking or Cleo is earnest. Elnora is not striking.,Cleo is not earnest,1
3541,1,Melissa is not cautious or Sydney is meticulous. Sydney is meticulous.,Melissa is cautious,1
3542,1,Melissa is not cautious or Sydney is meticulous. Sydney is meticulous.,Melissa is not cautious,1
3543,1,Melissa is not cautious or Sydney is meticulous. Sydney is meticulous.,Sydney is meticulous,1
3544,1,Melissa is not cautious or Sydney is meticulous. Sydney is meticulous.,Sydney is not meticulous,0
3545,0,Either Clark is not able or Elma is not idiotic. Elma is not idiotic.,Clark is able,1
3546,0,Either Clark is not able or Elma is not idiotic. Elma is not idiotic.,Clark is not able,0
3547,0,Either Clark is not able or Elma is not idiotic. Elma is not idiotic.,Elma is idiotic,0
3548,0,Either Clark is not able or Elma is not idiotic. Elma is not idiotic.,Elma is not idiotic,1
3549,0,Either Harlene is not pleasant or Travis is restless. Travis is not restless.,Harlene is pleasant,0
3550,0,Either Harlene is not pleasant or Travis is restless. Travis is not restless.,Harlene is not pleasant,1
3551,0,Either Harlene is not pleasant or Travis is restless. Travis is not restless.,Travis is restless,0
3552,0,Either Harlene is not pleasant or Travis is restless. Travis is not restless.,Travis is not restless,1
3553,1,Eulalie is popular or Sylvester is stable. Eulalie is not popular.,Eulalie is popular,0
3554,1,Eulalie is popular or Sylvester is stable. Eulalie is not popular.,Eulalie is not popular,1
3555,1,Eulalie is popular or Sylvester is stable. Eulalie is not popular.,Sylvester is stable,1
3556,1,Eulalie is popular or Sylvester is stable. Eulalie is not popular.,Sylvester is not stable,0
3557,0,Either Ferdinand is not brave or Gene is ridiculous. Gene is ridiculous.,Ferdinand is brave,1
3558,0,Either Ferdinand is not brave or Gene is ridiculous. Gene is ridiculous.,Ferdinand is not brave,0
3559,0,Either Ferdinand is not brave or Gene is ridiculous. Gene is ridiculous.,Gene is ridiculous,1
3560,0,Either Ferdinand is not brave or Gene is ridiculous. Gene is ridiculous.,Gene is not ridiculous,0
3561,1,Emery is dull or Merri is not inactive. Emery is dull.,Emery is dull,1
3562,1,Emery is dull or Merri is not inactive. Emery is dull.,Emery is not dull,0
